car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,LAT,LON
TM15,BLK 450B TAMPINES STREET 42,41232.7759,37756.7953,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,1.357729958,103.9522234
TM16,BLK 230A TAMPINES STREET 21,41011.0361,37538.3082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,1.35575414,103.9502308
TM17,BLK 842A TAMPINES STREET 82,39650.154,37040.1089,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,1.351249174,103.9380022
TM18,BLK 856A TAMPINES STREET 82,39653.7508,37167.0637,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,10,2,N,1.352397305,103.9380346
TM19,BLK 364A TAMPINES STREET 34,42025.283,37713.9356,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.357341988,103.9593445
TM20,BLK 366A TAMPINES STREET 34,42211.8682,37802.4125,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.358142051,103.9610212
TM21,BLK 340A TAMPINES STREET 33,42150.9608,37058.3057,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N,1.35141266,103.9604735
TM22,BLK 351A TAMPINES STREET 33,42413.1125,37152.4367,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.35226382,103.9628292
TM23,BLK 354A TAMPINES STREET 33,42340.9357,37417.4815,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,1.354660819,103.9621807
TM24,BLK 359A TAMPINES ST 34,42258.7221,37501.1231,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N,1.355417282,103.961442
TM25,BLK 497E TAMPINES STREET 45,41930.7103,37865.65,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2,N,1.35871408,103.9584948
TM26,BLK 497K TAMPINES STREET 45,42056.4696,37988.6087,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2,N,1.359826013,103.9596249
TM27,BLK 497L TAMPINES STREET 45,42085.7621,38079.9813,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N,1.360652338,103.9598881
TM28,BLK 498K TAMPINES STREET 45,41750.9046,38321.0985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N,1.362833068,103.9568793
TM29,BLK 498C TAMPINES STREET 45,41998.9929,38083.5573,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2,N,1.360684719,103.9591085
TM3,BLK 496A TAMPINES STREET 43,41048.1591,38147.3551,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,1.361262116,103.9505646
TM30,BLK 701A TAMPINES STREET 71,39499.7604,37661.9755,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.356873163,103.9366511
TM31,BLK 716A TAMPINES STREET 71,39500.2011,37869.6384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.358751189,103.9366551
TM32,BLK 723A TAMPINES STREET 72,39341.6396,37956.2945,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.359534936,103.9352304
TM33,BLK 727A TAMPINES STREET 71,39435.2754,37605.5615,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.356363001,103.9360716
TM34,BLK 730A TAMPINES STREET 71,39141.5755,37700.2172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.357219143,103.9334326
TM35,BLK 742A TAMPINES STREET 72,39220.1743,37998.2245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.359914181,103.9341389
TM36,BLK 515 TAMPINES CTRL 7,39769.2878,37693.9606,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,1.357162319,103.939073
TM37,BLK 518 TAMPINES CTRL 7,39717.4254,37584.9156,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,1.356176177,103.9386069
TM4,BLK 494A TAMPINES STREET 43,41225.8231,38349.9868,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.8,N,1.363094562,103.9521612
TM40,BLK 31 TAMPINES STREET 92,40249.3594,35734.5626,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,5,2.15,N,1.33944206,103.9433859
TM41,BLK 921A TAMPINES ST 91,40030.3277,36628.8151,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N,1.347529435,103.9414181
TM42,BLK 823A TAMPINES STREET 81,39149.9105,36784.3426,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.348936309,103.9335071
TM43,BLK 202A TAMPINES STREET 21,41234.0246,37276.5181,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.353386511,103.9522344
TM44,BLK 499 TAMPINES AVE 9,41688.2888,37919.2972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,1.359199358,103.9563165
TM45,BLK 869C TAMPINES AVE 8,39093.7405,37493.1753,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N,1.355346751,103.9330027
TM46,BLK 522 TAMPINES CTRL 7,39699.2218,37846.9485,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.358545913,103.9384434
TM47,BLK 519 TAMPINES CENTRAL 8,39889.1667,37644.1458,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,16,2.15,N,1.356711765,103.9401501
TM48,BLK 890 TAMPINES AVE 1,39220.4729,36578.8195,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N,1.347077607,103.9341411
TM49,BLK 494F TAMPINES ST 43,41321.7712,38447.8005,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.363979109,103.9530234
TM5,BLK 492A TAMPINES STREET 45,41439.247,38351.4469,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,1.9,N,1.363107671,103.9540789
TM50,BLK 870B TAMPINES ST 86,38884.1396,37614.9003,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.356447664,103.9311193
TM51,BLK 879C TAMPINES AVE 8,38621.1252,37032.665,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,12,2.15,N,1.351182237,103.9287558
TM52,BLK 492 TAMPINES ST45,41621.3762,38441.3412,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,15,2.15,N,1.363920558,103.9557155
TM53,BLK 859B TAMPINES AVE 5,39726.5335,37438.5434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.354852438,103.9386887
TM54,BLK 875A TAMPINES STREET 86,38750.9399,37292.1188,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,1.353528595,103.9299223
TM6,BLK 307A TAMPINES STREET 32,41691.9427,37261.1308,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,1.353247148,103.956349
TM7,BLK 311A TAMPINES STREET 33,41833.9252,37212.6124,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,8,1.85,N,1.3528083,103.9576248
TM8,BLK 316A TAMPINES STREET 33,41787.0937,37067.9473,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,1.351500025,103.957204
TM9,BLK 330A TAMPINES STREET 32,41997.2837,37271.9383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2,N,1.353344745,103.9590927
TPB1,BLK 18A LOR 6 TOA PAYOH,30590.6956,35360.7931,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.336064197,103.8565971
TPL,BLK 5/7 TANJONG PAGAR,29078.289,28819.4744,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.4,N,1.276906908,103.8430071
TPM,BLK 1/6 TANJONG PAGAR MSCP,28999.272,28661.7751,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.8,N,1.275480734,103.8422971
TPMA,BLK 60A LORONG 4 TOA PAYOH,29982.6197,35409.3079,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.336502993,103.8511332
TPMB,BLK 156A LORONG 1 TOA PAYOH,29325.0625,35025.5547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.333032501,103.8452247
TPMC,BLK 110A LORONG 1 TOA PAYOH,29429.1872,36009.9728,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.341935224,103.8461604
TPMD,BLK 161A LORONG 1 TOA PAYOH,29290.1401,34713.1702,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.330207408,103.8449109
TPME,BLK 93A LORONG 4 TOA PAYOH,29839.4181,35624.0957,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.338445467,103.8498465
TPMF,BLK 141A LORONG 2 TOA PAYOH,29370.6164,35254.4451,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.335102503,103.845634
TPMG,BLK 128A LORONG 1 TOA PAYOH,29196.869,35602.2984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.338248372,103.8440728
TPMH,BLK 260 KIM KEAT AVENUE,30679.7745,34913.8565,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.332022253,103.8573975
TPMJ,BLK 146A LORONG 2 TOA PAYOH,29353.495,35161.8974,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.334265535,103.8454802
TPMK,BLK 194A KIM KEAT AVE,30810.4264,34798.1948,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,1.330976238,103.8585715
TPML,BLK 233A LOR 8 TOA PAYOH,30849.5226,35599.7494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.338225209,103.8589229
TPMM,BLK 227A LOR 8 TOA PAYOH,30747.1931,35686.9065,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N,1.339013436,103.8580034
TPMN,BLK 78B TOA PAYOH CENTRAL,29698.2634,35231.2092,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N,1.334892349,103.8485781
TPMP,BLK 138 LORONG 1A TOA PAYOH,29277.9112,35429.2632,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,1.3366835,103.844801
TPMQ,BLK 130 LORONG 1 TOA PAYOH,29061.1557,35461.8044,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.336977799,103.8428533
TPMR,BLK 261A TOA PAYOH EAST,30487.836,35104.5323,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,14,2.15,N,1.333746674,103.8556729
TPM2,BLK 101C LORONG 2 TOA PAYOH,29532.3014,35715.2153,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2,N,1.339269537,103.8470869
TPM3,BLK 171A LORONG 1 TOA PAYOH,28992.1869,34772.9821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.95,N,1.330748337,103.8422336
TPM4,BLK 81C LORONG 4 TOA PAYOH,29783.6897,35326.4304,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,1.335753491,103.8493457
TPM5,BLK 84C LORONG 2 TOA PAYOH,29560.4287,35333.5642,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N,1.335818019,103.8473396
TPM6,BLK 35A LORONG 5 TOA PAYOH,30371.0062,35230.8425,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,1.334888987,103.8546231
TPM7,BLK 120A LORONG 2 TOA PAYOH,29402.5995,35779.293,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.339849039,103.8459214
TPM8,BLK 11A LORONG 8 TOA PAYOH,30889.8975,35423.8667,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.336634585,103.8592857
TPM9,BLK 10A LORONG 7 TOA PAYOH,30723.296,35473.1848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.337080615,103.8577886
TP10,BLK 68 LORONG 5 TOA PAYOH,30256.17,35233.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,2.15,N,1.334915472,103.8535912
TP12,BLK 71/72 LORONG 5 TOA PAYOH,30090.95,35135.49,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.334026674,103.8521066
TP14,BLK 63/64 LORONG 5 TOA PAYOH,30124.42,35341.3,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.335887944,103.8524074
TP15,BLK 53 TO 55 LORONG 5 TOA PAYOH,29949.23,35517.2,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.337478733,103.8508332
TP16,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE,29669.0734,35049.0624,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,1.33324508,103.8483158
TP17,BLK 177 TO 179 TOA PAYOH TOWN CENTRE,29699.9143,35107.3661,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.4,N,1.333772356,103.8485929
TP18,BLK 186/191 TO 193 TOA PAYOH TOWN CENTRE,29939.32,34976.48,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.332588654,103.8507441
TP2,BLK 85/A/B/C LORONG 4 TOA PAYOH,29660.7631,35373.4764,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.336178965,103.8482412
TP20,BLK 158-161/163/168-174 LORONG 1 TOA PAYOH,29242.9935,34803.2161,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.331021753,103.8444872
TP22,BLK 148 TO 150 LORONG 1 TOA PAYOH,29193.44,35154.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.33420027,103.844042
TP27,BLK 125/126/131 LORONG 2 TOA PAYOH,29329.7942,35524.3536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.337543461,103.8452672
TP3,BLK 66/70/73 LORONG 4 TOA PAYOH,30028.99,35280.77,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.335340539,103.8515499
TP3A,BLK 3A LORONG 7 TOA PAYOH,30325.2783,35742.6437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2,N,1.339517539,103.8542122
TP30,BLK 116/122 LORONG 1 TOA PAYOH,29448.3398,35862.8984,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.340605135,103.8463324
TP31,BLK 109/111 TO 115 LORONG 1 TOA PAYOH,29396.9527,35917.6634,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.341100412,103.8458707
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,29572.6442,35915.372,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,1.341079681,103.8474494
TP33,BLK 205 TO 207 TOA PAYOH NORTH,29531.7522,36074.2751,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.342516747,103.847082
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,30127.27,35573.46,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,3.8,N,1.337987517,103.852433
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,30278.0957,35382.7109,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.336262438,103.8537883
TP39,BLK 28 TO 33 TOA PAYOH EAST,30329.012,35012.6167,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.332915434,103.8542457
TP4A,BLK 4A LORONG 7 TOA PAYOH,30471.7791,35715.3312,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N,1.339270523,103.8555286
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVE,30603.6943,34876.733,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.331686528,103.8567139
TP41,BLK 253/254/256 KIM KEAT AVENUE,30773.92,34907.95,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.331968828,103.8582435
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,30662.6827,35225.0847,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.334836892,103.857244
TP48,BLK 8 LORONG 7 TOA PAYOH,30599.96,35527.39,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,1.337570839,103.8566804
TP49,BLK 4/5 LORONG 7 TOA PAYOH,30495.5625,35670.9258,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.338868934,103.8557423
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,30349.5891,35671.9011,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.338877766,103.8544307
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,30361.63,35951.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.341407986,103.8545389
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,30474.3865,36065.9505,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.342441399,103.8555521
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,30574.9288,35955.0251,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.341438221,103.8564555
TP56,BLK 1 TO 21 LOR 8 INDUSTRIAL PARK,31018.2569,35434.7302,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.336732818,103.860439
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,31030.01,35235.8,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.334933763,103.8605446
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PK.,31047.58,35155.12,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.33420412,103.8607025
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,30107.83,35814.16,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.340164323,103.8522584
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,29669.5764,35018.5085,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,1.9,N,1.332968761,103.8483203
TP62,BLK 199 TO 201 TOA PAYOH NORTH,29907.7722,35952.8982,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.341419036,103.8504607
TP63,BLK 202 TO 204 TOA PAYOH NORTH,29748.8203,35990.7969,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.341761788,103.8490324
TP64,BLK 199 & 203 TOA PAYOH NORTH,29813.3984,36054.5,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.342337892,103.8496127
TP65,BLK 62B LORONG 4 TOA PAYOH,29973.9188,35315.1935,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,1.335651856,103.851055
TP66,BLK 19 LOR 6 TOA PAYOH,30567.354,35273.679,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N,1.33527637,103.8563874
TP67,BLK 25-27/257-259 KIM KEAT AVE,30647.8392,34994.1728,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.332748608,103.8571106
TP68,BLK 196 KIM KEAT AVE,30890.764,34815.7549,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N,1.331135038,103.8592934
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,29719.04,35774.23,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.339803235,103.8487648
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,29684.0801,35728.6552,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,1.339391075,103.8484507
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LOR 3 TOA PAYOH,29791.3108,35569.197,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.337948985,103.8494142
TRM,BLK 14A KAMPONG ARANG ROAD,33602.3061,31409.6032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,1.300330637,103.8836575
TRS,BLK 14 KAMPONG ARANG ROAD,33581.4137,31444.7784,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N,1.300648753,103.8834698
TR1,BLK 102/107 TOWNER ROAD,31092.8691,33554.6172,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,1.319729736,103.8611093
TWM1,BLK 154A JALAN TECK WHYE,19566.0155,40125.5448,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2,N,1.37915381,103.7575327
TWM2,BLK 158A JALAN TECK WHYE,19459.5932,40178.8656,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.379635993,103.7565764
TWM3,BLK 160A JALAN TECK WHYE,19541.9487,40262.0437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,1.380388249,103.7573164
